datetime,D21Z,V22Z,D51Z,V52Z,D81Z,V82Z,D111Z,V112Z,Total
2024-03-04 03:00:00,0,0,0,5,0,0,2,3,10
2024-03-04 03:10:00,0,0,0,3,0,0,3,3,9
2024-03-04 03:20:00,0,0,1,6,0,0,2,3,12
2024-03-04 03:30:00,1,1,0,4,1,2,0,0,9
2024-03-04 03:40:00,0,0,0,1,1,1,2,2,7
2024-03-04 03:50:00,0,0,0,7,0,0,2,2,11
2024-03-04 04:00:00,0,0,0,6,1,1,5,6,19
2024-03-04 04:10:00,0,0,1,4,0,0,2,2,9
2024-03-04 04:20:00,0,0,1,10,3,3,4,4,25
2024-03-04 04:30:00,0,0,1,8,1,1,1,1,13
2024-03-04 04:40:00,0,0,3,20,2,2,2,3,32
2024-03-04 04:50:00,0,0,4,16,1,2,4,6,33
2024-03-04 05:00:00,0,0,1,23,1,1,4,3,33
2024-03-04 05:10:00,0,0,9,32,3,3,5,8,60
2024-03-04 05:20:00,1,0,9,29,4,6,5,6,60
2024-03-04 05:30:00,1,1,20,49,3,3,5,6,88
2024-03-04 05:40:00,1,0,29,67,4,4,9,14,128
2024-03-04 05:50:00,2,1,34,55,3,3,6,7,111
2024-03-04 06:00:00,6,2,15,43,4,5,23,17,115
2024-03-04 06:10:00,2,1,21,59,5,7,17,14,126
2024-03-04 06:20:00,3,3,28,64,6,6,22,19,151
2024-03-04 06:30:00,9,3,18,84,13,7,27,26,187
2024-03-04 06:40:00,7,4,13,83,14,17,20,17,175
2024-03-04 06:50:00,3,2,17,98,8,9,28,19,184
2024-03-04 07:00:00,4,2,25,94,26,16,35,27,229
2024-03-04 07:10:00,9,6,25,82,15,10,43,24,214
2024-03-04 07:20:00,13,7,27,100,18,13,41,23,242
2024-03-04 07:30:00,11,5,22,78,26,9,36,28,215
2024-03-04 07:40:00,12,6,30,106,31,12,54,26,277
2024-03-04 07:50:00,13,7,23,104,24,11,43,27,252
2024-03-04 08:00:00,10,6,26,95,30,7,50,27,251
2024-03-04 08:10:00,15,8,30,75,19,8,25,22,202
2024-03-04 08:20:00,12,5,22,102,20,11,54,28,254
2024-03-04 08:30:00,12,7,27,81,24,18,39,20,228
2024-03-04 08:40:00,14,8,34,94,19,7,52,35,263
2024-03-04 08:50:00,15,8,33,80,21,7,40,26,230
2024-03-04 09:00:00,14,7,30,76,13,10,50,31,231
2024-03-04 09:10:00,11,5,26,70,17,13,38,18,198
2024-03-04 09:20:00,14,4,7,86,11,10,50,33,215
2024-03-04 09:30:00,17,8,17,68,15,13,54,30,222
2024-03-04 09:40:00,13,11,18,55,27,13,44,34,215
2024-03-04 09:50:00,15,11,50,59,18,13,42,26,234
2024-03-04 10:00:00,19,12,26,57,120,10,39,37,320
2024-03-04 10:10:00,15,10,33,57,18,10,48,32,223
2024-03-04 10:20:00,15,6,24,48,11,7,53,31,195
2024-03-04 10:30:00,17,9,28,64,13,12,47,34,224
2024-03-04 10:40:00,8,4,35,47,18,6,50,28,196
2024-03-04 10:50:00,13,9,18,54,21,12,41,29,197
2024-03-04 11:00:00,15,6,26,58,13,17,48,30,213
2024-03-04 11:10:00,17,8,30,54,13,11,41,27,201
2024-03-04 11:20:00,11,8,30,49,14,9,61,33,215
2024-03-04 11:30:00,17,7,25,45,14,10,60,29,207
2024-03-04 11:40:00,15,8,22,42,14,11,58,30,200
2024-03-04 11:50:00,10,2,28,41,9,8,67,41,206
2024-03-04 12:00:00,17,8,18,45,10,13,54,20,185
2024-03-04 12:10:00,21,11,32,42,11,6,65,35,223
2024-03-04 12:20:00,8,8,18,46,16,11,60,41,208
2024-03-04 12:30:00,13,9,27,51,9,9,69,37,224
2024-03-04 12:40:00,13,8,21,49,16,9,64,43,223
2024-03-04 12:50:00,17,11,21,46,13,10,54,39,211
2024-03-04 13:00:00,15,7,22,57,18,7,66,29,221
2024-03-04 13:10:00,13,8,33,45,64,10,59,31,263
2024-03-04 13:20:00,13,7,27,41,14,14,78,31,225
2024-03-04 13:30:00,13,10,17,48,12,10,67,36,213
2024-03-04 13:40:00,14,6,28,57,7,5,59,25,201
2024-03-04 13:50:00,16,10,16,46,16,9,72,37,222
2024-03-04 14:00:00,23,12,33,50,12,7,74,30,241
2024-03-04 14:10:00,16,7,18,46,11,7,72,42,219
2024-03-04 14:20:00,25,13,23,48,21,13,85,35,263
2024-03-04 14:30:00,21,10,26,52,22,7,86,28,252
2024-03-04 14:40:00,19,12,28,39,13,7,98,40,256
2024-03-04 14:50:00,22,12,25,57,20,12,107,28,283
2024-03-04 15:00:00,24,16,11,44,5,6,117,42,265
2024-03-04 15:10:00,23,12,23,66,18,13,96,32,283
2024-03-04 15:20:00,22,10,18,69,13,7,119,34,292
2024-03-04 15:30:00,18,8,15,54,24,10,111,26,266
2024-03-04 15:40:00,28,12,9,54,14,8,116,11,252
2024-03-04 15:50:00,20,9,15,38,9,8,114,14,227
2024-03-04 16:00:00,25,12,10,54,15,5,116,22,259
2024-03-04 16:10:00,21,8,13,58,14,8,127,24,273
2024-03-04 16:20:00,19,9,8,59,10,8,116,25,254
2024-03-04 16:30:00,23,10,17,54,17,13,113,25,272
2024-03-04 16:40:00,18,9,21,60,15,12,112,20,267
2024-03-04 16:50:00,17,7,14,73,17,7,118,25,278
2024-03-04 17:00:00,17,8,5,57,18,10,114,16,245
2024-03-04 17:10:00,20,8,6,46,16,13,104,28,241
2024-03-04 17:20:00,17,9,8,63,14,8,110,38,267
2024-03-04 17:30:00,15,10,12,49,229,10,106,26,457
2024-03-04 17:40:00,21,12,10,54,16,10,101,27,251
2024-03-04 17:50:00,17,7,10,58,14,12,80,28,226
2024-03-04 18:00:00,13,10,9,56,12,12,91,29,232
2024-03-04 18:10:00,18,10,8,51,26,16,73,24,226
2024-03-04 18:20:00,7,5,12,39,15,11,79,18,186
2024-03-04 18:30:00,13,11,3,52,15,13,82,32,221
2024-03-04 18:40:00,14,7,12,52,15,7,63,24,194
2024-03-04 18:50:00,6,3,12,52,8,57,51,36,225
2024-03-04 19:00:00,8,2,1,36,12,10,61,21,151
2024-03-04 19:10:00,11,6,9,49,23,7,57,25,187
2024-03-04 19:20:00,9,5,4,48,14,15,57,27,179
2024-03-04 19:30:00,7,4,9,45,12,11,33,26,147
2024-03-04 19:40:00,12,6,2,37,9,11,35,34,146
2024-03-04 19:50:00,10,7,1,34,13,7,36,24,132
2024-03-04 20:00:00,12,9,8,24,4,7,32,29,125
2024-03-04 20:10:00,5,4,1,25,8,5,34,23,105
2024-03-04 20:20:00,6,7,7,29,13,6,30,23,121
2024-03-04 20:30:00,6,4,10,28,7,14,38,33,140
2024-03-04 20:40:00,7,6,6,23,11,8,26,26,113
2024-03-04 20:50:00,1,1,9,28,5,3,31,21,99
2024-03-04 21:00:00,5,4,7,16,6,6,18,16,78
2024-03-04 21:10:00,11,7,7,26,12,7,25,31,126
2024-03-04 21:20:00,10,8,6,31,4,5,25,29,118
2024-03-04 21:30:00,6,3,2,15,2,3,13,16,60
2024-03-04 21:40:00,4,6,4,19,3,2,14,12,64
2024-03-04 21:50:00,5,3,2,18,4,2,20,21,75
2024-03-04 22:00:00,4,4,3,19,3,4,18,22,77
2024-03-04 22:10:00,6,3,2,23,3,4,24,18,83
2024-03-04 22:20:00,5,3,2,13,3,2,22,25,75
2024-03-04 22:30:00,0,0,3,16,2,4,28,29,82
2024-03-04 22:40:00,4,2,0,3,3,3,12,13,40
2024-03-04 22:50:00,2,0,3,8,3,2,17,24,59
2024-03-04 23:00:00,0,0,2,11,5,6,14,10,48
2024-03-04 23:10:00,0,0,0,7,0,0,12,14,33
2024-03-04 23:20:00,2,2,0,8,3,4,12,15,46
2024-03-04 23:30:00,0,0,0,4,1,2,8,10,25
2024-03-04 23:40:00,1,1,0,5,0,0,3,3,13
2024-03-04 23:50:00,0,0,0,7,1,0,11,13,32
2024-03-05 00:00:00,1,0,1,7,3,2,9,9,32
2024-03-05 00:10:00,0,0,0,10,0,0,6,9,25
2024-03-05 00:20:00,0,0,1,4,1,1,2,2,11
2024-03-05 00:30:00,0,0,0,3,0,0,3,3,9
2024-03-05 00:40:00,1,1,0,2,1,2,1,1,9
2024-03-05 00:50:00,0,0,0,1,1,2,3,4,11
2024-03-05 01:00:00,0,0,0,1,1,2,3,4,11
2024-03-05 01:10:00,0,0,0,3,1,0,3,4,11
2024-03-05 01:20:00,0,0,0,6,2,3,3,3,17
2024-03-05 01:30:00,0,0,0,6,1,1,1,1,10
2024-03-05 01:40:00,4,2,0,3,0,0,2,3,14
2024-03-05 01:50:00,0,0,1,2,1,1,3,4,12
2024-03-05 02:00:00,0,0,1,4,0,0,1,1,7
2024-03-05 02:10:00,0,0,1,2,0,0,0,0,3
2024-03-05 02:20:00,0,0,1,3,0,0,1,1,6
2024-03-05 02:30:00,0,0,0,2,0,0,1,2,5
2024-03-05 02:40:00,0,0,1,11,1,1,3,4,21
2024-03-05 02:50:00,0,0,0,4,0,0,3,4,11
2024-03-05 03:00:00,0,0,0,4,0,0,2,2,8
2024-03-05 03:10:00,0,0,0,2,0,0,1,2,5
2024-03-05 03:20:00,0,0,0,2,1,1,2,2,8
2024-03-05 03:30:00,0,0,0,2,2,2,5,6,17
2024-03-05 03:40:00,0,0,0,5,2,1,3,3,14
2024-03-05 03:50:00,0,0,1,5,0,0,5,7,18
2024-03-05 04:00:00,0,0,0,3,0,0,2,4,9
2024-03-05 04:10:00,0,0,1,7,2,3,0,0,13
2024-03-05 04:20:00,0,0,2,11,0,0,3,3,19
2024-03-05 04:30:00,0,0,0,8,1,1,2,2,14
2024-03-05 04:40:00,0,0,2,18,0,0,6,6,32
2024-03-05 04:50:00,0,0,5,16,1,1,1,1,25
2024-03-05 05:00:00,0,0,11,20,3,4,8,8,54
2024-03-05 05:10:00,0,0,8,33,1,1,5,6,54
2024-03-05 05:20:00,0,0,13,40,5,7,9,13,87
2024-03-05 05:30:00,2,1,12,63,2,2,6,8,96
2024-03-05 05:40:00,1,1,19,63,5,4,4,5,102
2024-03-05 05:50:00,4,1,32,65,6,7,8,7,130
2024-03-05 06:00:00,2,0,6,63,3,2,12,10,98
2024-03-05 06:10:00,2,0,21,80,4,3,19,18,147
2024-03-05 06:20:00,5,4,20,90,9,7,20,19,174
2024-03-05 06:30:00,7,6,20,88,7,5,26,22,181
2024-03-05 06:40:00,8,7,13,88,10,8,39,23,196
2024-03-05 06:50:00,4,2,17,70,14,10,38,30,185
2024-03-05 07:00:00,7,3,23,72,15,9,31,24,184
2024-03-05 07:10:00,7,5,29,88,14,9,29,17,198
2024-03-05 07:20:00,9,9,25,94,19,11,45,27,239
2024-03-05 07:30:00,13,5,28,94,20,12,34,25,231
2024-03-05 07:40:00,15,7,31,81,23,16,27,18,218
2024-03-05 07:50:00,14,6,29,97,22,12,57,25,262
2024-03-05 08:00:00,9,7,30,98,26,11,42,26,249
2024-03-05 08:10:00,8,5,31,89,22,10,43,25,233
2024-03-05 08:20:00,9,6,29,98,20,6,31,24,223
2024-03-05 08:30:00,15,8,31,81,25,12,48,29,249
2024-03-05 08:40:00,15,8,27,89,21,6,45,28,239
2024-03-05 08:50:00,20,9,31,85,19,7,50,28,249
2024-03-05 09:00:00,16,8,23,79,18,14,42,19,219
2024-03-05 09:10:00,13,9,19,81,22,13,34,27,218
2024-03-05 09:20:00,15,8,26,89,19,8,33,19,217
2024-03-05 09:30:00,14,8,29,92,18,8,47,34,250
2024-03-05 09:40:00,19,10,40,50,13,8,39,32,211
2024-03-05 09:50:00,22,10,31,58,16,12,53,27,229
2024-03-05 10:00:00,23,9,27,49,15,8,43,30,204
2024-03-05 10:10:00,9,5,26,57,8,8,60,37,210
2024-03-05 10:20:00,16,8,25,48,16,16,59,22,210
2024-03-05 10:30:00,16,6,31,60,23,14,43,31,224
2024-03-05 10:40:00,16,5,35,59,15,14,63,30,237
2024-03-05 10:50:00,16,9,23,49,16,11,44,33,201
2024-03-05 11:00:00,10,7,31,53,15,12,61,44,233
2024-03-05 11:10:00,15,9,24,48,20,12,54,33,215
2024-03-05 11:20:00,12,10,17,55,21,10,64,44,233
2024-03-05 11:30:00,15,8,20,42,18,14,63,37,217
2024-03-05 11:40:00,16,5,34,45,14,11,64,34,223
2024-03-05 11:50:00,19,10,23,55,23,11,56,36,233
2024-03-05 12:00:00,17,8,28,51,13,4,72,28,221
2024-03-05 12:10:00,16,5,13,53,14,21,82,29,233
2024-03-05 12:20:00,9,8,16,35,11,10,63,36,188
2024-03-05 12:30:00,14,10,48,74,10,8,75,33,272
2024-03-05 12:40:00,17,10,32,44,14,13,74,32,236
2024-03-05 12:50:00,12,6,31,47,11,7,76,27,217
2024-03-05 13:00:00,13,10,17,39,13,11,67,39,209
2024-03-05 13:10:00,19,10,28,47,20,14,75,35,248
2024-03-05 13:20:00,20,8,30,52,10,6,87,30,243
2024-03-05 13:30:00,17,12,35,51,16,15,56,38,240
2024-03-05 13:40:00,18,12,21,42,16,12,85,21,227
2024-03-05 13:50:00,13,9,30,36,13,9,70,32,212
2024-03-05 14:00:00,24,9,29,64,6,12,75,29,248
2024-03-05 14:10:00,21,10,37,58,16,14,81,31,268
2024-03-05 14:20:00,18,5,30,62,15,10,89,38,267
2024-03-05 14:30:00,13,5,17,49,11,7,80,31,213
2024-03-05 14:40:00,16,12,29,56,11,12,92,34,262
2024-03-05 14:50:00,20,14,28,55,18,15,103,33,286
2024-03-05 15:00:00,24,12,19,60,19,6,89,38,267
2024-03-05 15:10:00,23,12,12,54,16,5,101,41,264
2024-03-05 15:20:00,20,7,21,56,15,11,122,31,283
2024-03-05 15:30:00,18,11,7,60,12,9,121,36,274
2024-03-05 15:40:00,20,14,15,53,15,6,131,19,273
2024-03-05 15:50:00,22,7,19,68,11,6,116,22,271
2024-03-05 16:00:00,26,14,6,54,11,8,121,5,245
2024-03-05 16:10:00,22,13,12,62,20,10,127,7,273
2024-03-05 16:20:00,20,9,13,54,12,6,112,6,232
2024-03-05 16:30:00,30,10,21,64,17,10,123,5,280
2024-03-05 16:40:00,14,8,9,56,14,8,128,25,262
2024-03-05 16:50:00,16,7,10,44,11,10,101,21,220
2024-03-05 17:00:00,12,6,8,58,18,9,106,12,229
2024-03-05 17:10:00,16,7,11,66,13,10,120,8,251
2024-03-05 17:20:00,21,8,14,61,22,9,105,20,260
2024-03-05 17:30:00,17,11,13,62,11,10,102,21,247
2024-03-05 17:40:00,21,11,16,67,16,5,91,29,256
2024-03-05 17:50:00,6,5,10,49,19,13,105,23,230
2024-03-05 18:00:00,12,11,7,52,14,14,92,26,228
2024-03-05 18:10:00,12,11,6,67,17,11,108,27,259
2024-03-05 18:20:00,5,5,6,53,14,7,82,20,192
2024-03-05 18:30:00,11,10,9,43,18,16,70,39,216
2024-03-05 18:40:00,7,6,12,61,19,11,62,36,214
2024-03-05 18:50:00,9,3,7,45,10,9,74,29,186
2024-03-05 19:00:00,9,5,3,45,13,14,72,34,195
2024-03-05 19:10:00,6,1,6,48,12,8,51,27,159
2024-03-05 19:20:00,12,7,5,54,10,10,64,25,187
2024-03-05 19:30:00,15,8,2,41,17,14,41,22,160
2024-03-05 19:40:00,11,6,9,36,9,9,46,33,159
2024-03-05 19:50:00,13,7,1,35,11,8,55,32,162
2024-03-05 20:00:00,7,3,5,30,12,8,49,35,149
2024-03-05 20:10:00,12,6,1,30,11,10,38,24,132
2024-03-05 20:20:00,8,4,8,31,9,8,40,28,136
2024-03-05 20:30:00,2,3,3,25,6,6,26,26,97
2024-03-05 20:40:00,8,6,6,24,4,3,22,22,95
2024-03-05 20:50:00,6,5,8,28,9,4,24,21,105
2024-03-05 21:00:00,9,2,9,23,5,3,24,18,93
2024-03-05 21:10:00,5,3,4,23,6,5,20,18,84
2024-03-05 21:20:00,5,3,2,29,6,8,34,25,112
2024-03-05 21:30:00,8,4,6,24,2,0,17,24,85
2024-03-05 21:40:00,3,1,2,14,6,4,31,25,86
2024-03-05 21:50:00,3,0,6,28,8,10,30,31,116
2024-03-05 22:00:00,2,1,7,20,5,5,30,26,96
2024-03-05 22:10:00,3,3,2,20,11,6,26,25,96
2024-03-05 22:20:00,3,2,2,11,3,4,24,26,75
2024-03-05 22:30:00,7,2,6,21,7,4,22,20,89
2024-03-05 22:40:00,5,2,2,8,3,7,17,16,60
2024-03-05 22:50:00,1,0,2,12,4,2,20,16,57
2024-03-05 23:00:00,3,0,4,11,2,4,14,14,52
2024-03-05 23:10:00,0,0,0,11,7,6,16,16,56
2024-03-05 23:20:00,2,2,1,5,3,1,20,17,51
2024-03-05 23:30:00,1,1,0,8,3,3,9,8,33
2024-03-05 23:40:00,2,1,0,5,2,3,8,12,33
2024-03-05 23:50:00,0,0,2,12,3,3,10,10,40
2024-03-06 00:00:00,0,0,3,14,3,3,7,7,37
2024-03-06 00:10:00,2,2,1,3,1,1,4,7,21
2024-03-06 00:20:00,1,1,1,4,1,2,5,7,22
2024-03-06 00:30:00,0,0,0,2,37,1,2,3,45
2024-03-06 00:40:00,1,0,1,5,0,0,2,2,11
2024-03-06 00:50:00,0,0,1,4,0,0,4,5,14
2024-03-06 01:00:00,0,0,0,3,2,2,2,4,13
2024-03-06 01:10:00,0,0,0,1,4,5,2,3,15
2024-03-06 01:20:00,1,0,1,4,0,0,1,1,8
2024-03-06 01:30:00,0,0,0,5,2,2,2,3,14
2024-03-06 01:40:00,0,0,1,3,0,0,2,2,8
2024-03-06 01:50:00,1,1,0,0,2,1,3,3,11
2024-03-06 02:00:00,0,0,0,4,0,0,0,0,4
2024-03-06 02:10:00,0,0,1,2,0,0,3,5,11
2024-03-06 02:20:00,0,0,0,3,1,1,1,1,7
2024-03-06 02:30:00,0,0,0,1,0,0,1,1,3
2024-03-06 02:40:00,1,1,1,4,0,0,1,1,9
2024-03-06 02:50:00,0,0,0,2,0,0,3,4,9
2024-03-06 03:00:00,0,0,2,6,0,0,4,3,15
2024-03-06 03:10:00,0,0,2,5,1,1,1,1,11
2024-03-06 03:20:00,0,0,0,3,1,1,2,4,11
2024-03-06 03:30:00,1,1,0,3,2,2,2,2,13
2024-03-06 03:40:00,0,0,0,1,1,1,3,4,10
2024-03-06 03:50:00,0,0,1,6,0,0,3,4,14
2024-03-06 04:00:00,0,0,0,9,0,0,2,2,13
2024-03-06 04:10:00,0,0,4,15,4,4,4,5,36
2024-03-06 04:20:00,0,0,2,12,2,1,2,3,22
2024-03-06 04:30:00,0,0,3,13,1,1,4,6,28
2024-03-06 04:40:00,0,0,6,16,1,2,5,4,34
2024-03-06 04:50:00,0,0,2,13,3,3,0,0,21
2024-03-06 05:00:00,1,1,2,19,1,1,4,4,33
2024-03-06 05:10:00,0,0,7,23,3,2,14,19,68
2024-03-06 05:20:00,0,0,17,37,3,3,6,6,72
2024-03-06 05:30:00,0,0,21,44,3,4,7,9,88
2024-03-06 05:40:00,1,1,25,55,2,2,5,7,98
2024-03-06 05:50:00,8,2,26,48,5,2,12,9,112
2024-03-06 06:00:00,1,0,10,60,9,6,12,16,114
2024-03-06 06:10:00,2,0,21,68,9,5,21,17,143
2024-03-06 06:20:00,4,2,18,83,10,10,22,24,173
2024-03-06 06:30:00,2,1,16,84,7,6,28,28,172
2024-03-06 06:40:00,6,4,11,74,10,5,35,24,169
2024-03-06 06:50:00,7,3,16,67,20,11,43,24,191
2024-03-06 07:00:00,2,1,25,83,13,12,30,22,188
2024-03-06 07:10:00,6,4,24,89,12,11,33,18,197
2024-03-06 07:20:00,6,4,28,97,18,10,28,24,215
2024-03-06 07:30:00,15,5,29,79,20,11,35,22,216
2024-03-06 07:40:00,8,4,40,83,31,13,50,16,245
2024-03-06 07:50:00,15,8,25,102,21,12,46,25,254
2024-03-06 08:00:00,13,8,42,83,29,12,42,30,259
2024-03-06 08:10:00,17,12,16,93,17,9,34,14,212
2024-03-06 08:20:00,11,2,31,89,24,9,40,25,231
2024-03-06 08:30:00,25,14,30,63,16,8,48,33,237
2024-03-06 08:40:00,13,6,24,88,22,10,31,21,215
2024-03-06 08:50:00,16,10,21,83,24,13,41,22,230
2024-03-06 09:00:00,11,6,22,67,20,7,38,25,196
2024-03-06 09:10:00,12,6,29,71,29,23,29,27,226
2024-03-06 09:20:00,18,9,24,79,13,7,52,28,230
2024-03-06 09:30:00,13,9,26,54,20,15,38,28,203
2024-03-06 09:40:00,18,10,26,66,17,9,46,35,227
2024-03-06 09:50:00,11,5,26,51,19,9,45,28,194
2024-03-06 10:00:00,9,6,40,63,17,13,49,33,230
2024-03-06 10:10:00,16,9,30,57,14,12,31,22,191
2024-03-06 10:20:00,8,6,33,66,16,8,62,39,238
2024-03-06 10:30:00,18,9,42,49,14,8,47,41,228
2024-03-06 10:40:00,14,6,26,45,19,9,39,30,188
2024-03-06 10:50:00,21,12,29,49,19,14,44,30,218
2024-03-06 11:00:00,17,6,29,52,17,11,63,41,236
2024-03-06 11:10:00,7,5,21,49,22,13,53,33,203
2024-03-06 11:20:00,14,6,17,45,21,15,60,28,206
2024-03-06 11:30:00,15,10,24,47,18,10,63,31,218
2024-03-06 11:40:00,10,4,31,51,13,9,53,35,206
2024-03-06 11:50:00,13,7,29,58,15,11,55,39,227
2024-03-06 12:00:00,12,6,20,48,12,11,57,33,199
2024-03-06 12:10:00,16,10,22,52,18,11,69,27,225
2024-03-06 12:20:00,22,8,31,42,15,7,72,32,229
2024-03-06 12:30:00,9,5,25,66,11,8,76,36,236
2024-03-06 12:40:00,13,9,31,49,8,11,70,25,216
2024-03-06 12:50:00,22,11,22,54,13,7,66,31,226
2024-03-06 13:00:00,13,8,29,63,10,4,58,30,215
2024-03-06 13:10:00,13,5,29,47,16,8,73,33,224
2024-03-06 13:20:00,13,9,19,48,11,11,82,29,222
2024-03-06 13:30:00,16,9,38,46,14,10,73,36,242
2024-03-06 13:40:00,15,9,25,36,16,9,83,25,218
2024-03-06 13:50:00,10,6,36,53,12,8,82,32,239
2024-03-06 14:00:00,19,6,19,53,13,10,82,29,231
2024-03-06 14:10:00,19,10,25,43,15,14,76,26,228
2024-03-06 14:20:00,14,8,21,46,11,13,86,49,248
2024-03-06 14:30:00,24,9,22,55,18,11,91,38,268
2024-03-06 14:40:00,25,13,24,36,15,11,90,21,235
2024-03-06 14:50:00,10,6,26,61,20,11,119,35,288
2024-03-06 15:00:00,13,4,14,48,13,35,106,48,281
2024-03-06 15:10:00,23,11,10,57,19,9,129,25,283
2024-03-06 15:20:00,27,12,10,42,13,9,109,44,266
2024-03-06 15:30:00,29,15,17,51,15,6,96,25,254
2024-03-06 15:40:00,23,7,11,56,14,8,111,16,246
2024-03-06 15:50:00,16,10,9,63,10,9,117,19,253
2024-03-06 16:00:00,30,14,9,52,12,8,108,4,237
2024-03-06 16:10:00,21,10,12,48,10,10,121,20,252
2024-03-06 16:20:00,26,8,18,60,19,10,116,21,278
2024-03-06 16:30:00,14,5,11,50,11,10,123,25,249
2024-03-06 16:40:00,13,12,13,60,17,10,110,20,255
2024-03-06 16:50:00,23,10,18,65,15,7,117,30,285
2024-03-06 17:00:00,16,8,20,63,26,10,99,22,264
2024-03-06 17:10:00,23,9,17,70,16,10,99,32,276
2024-03-06 17:20:00,11,6,10,67,21,9,97,29,250
2024-03-06 17:30:00,20,8,18,60,24,18,90,19,257
2024-03-06 17:40:00,17,7,15,69,14,7,92,30,251
2024-03-06 17:50:00,13,7,12,67,13,7,109,24,252
2024-03-06 18:00:00,12,6,13,48,18,15,163,18,293
2024-03-06 18:10:00,10,8,3,53,17,12,106,26,235
2024-03-06 18:20:00,14,6,9,57,19,12,113,26,256
2024-03-06 18:30:00,16,11,6,69,11,7,100,28,248
2024-03-06 18:40:00,8,3,12,65,20,17,67,27,219
2024-03-06 18:50:00,9,5,5,54,11,6,76,25,191
2024-03-06 19:00:00,12,6,6,62,15,8,70,33,212
2024-03-06 19:10:00,6,5,8,55,16,8,46,20,164
2024-03-06 19:20:00,7,5,10,35,10,7,59,31,164
2024-03-06 19:30:00,10,2,3,35,11,7,54,19,141
2024-03-06 19:40:00,11,7,3,52,11,5,29,22,140
2024-03-06 19:50:00,4,5,9,48,13,4,59,25,167
2024-03-06 20:00:00,12,5,10,52,13,10,51,35,188
2024-03-06 20:10:00,6,2,12,43,15,11,38,24,151
2024-03-06 20:20:00,3,2,3,30,13,9,32,25,117
2024-03-06 20:30:00,8,2,7,26,10,8,35,25,121
2024-03-06 20:40:00,3,0,6,36,3,3,38,26,115
2024-03-06 20:50:00,3,2,9,24,2,2,29,24,95
2024-03-06 21:00:00,4,1,4,25,9,7,22,19,91
2024-03-06 21:10:00,3,1,7,27,6,6,34,26,110
2024-03-06 21:20:00,8,4,4,16,8,5,38,28,111
2024-03-06 21:30:00,9,6,6,19,6,5,26,22,99
2024-03-06 21:40:00,4,1,5,21,7,3,16,19,76
2024-03-06 21:50:00,5,3,7,14,3,3,28,23,86
2024-03-06 22:00:00,6,3,2,20,5,5,14,16,71
2024-03-06 22:10:00,8,4,6,27,5,4,33,29,116
2024-03-06 22:20:00,3,3,0,16,7,7,29,27,92
2024-03-06 22:30:00,0,0,3,20,8,8,20,13,72
2024-03-06 22:40:00,4,2,1,17,5,4,17,18,68
2024-03-06 22:50:00,1,2,8,20,6,6,18,18,79
2024-03-06 23:00:00,0,0,1,16,4,4,14,13,52
2024-03-06 23:10:00,3,2,0,14,3,3,16,15,56
2024-03-06 23:20:00,3,1,2,15,1,1,12,12,47
2024-03-06 23:30:00,2,1,4,7,2,4,11,14,45
2024-03-06 23:40:00,1,0,1,8,2,1,10,14,37
2024-03-06 23:50:00,0,0,3,9,2,0,16,19,49
2024-03-07 00:00:00,0,0,1,5,1,2,6,6,21
2024-03-07 00:10:00,0,0,0,4,0,0,8,12,24
2024-03-07 00:20:00,0,0,1,7,3,3,9,12,35
2024-03-07 00:30:00,1,0,1,8,0,0,4,5,19
2024-03-07 00:40:00,0,0,0,2,0,0,2,2,6
2024-03-07 00:50:00,0,0,0,1,0,0,4,6,11
2024-03-07 01:00:00,0,0,1,3,0,0,0,0,4
2024-03-07 01:10:00,1,0,0,6,5,1,3,4,20
2024-03-07 01:20:00,0,0,0,7,1,1,4,6,19
2024-03-07 01:30:00,0,0,0,4,2,2,2,1,11
2024-03-07 01:40:00,3,1,0,1,1,1,1,1,9
2024-03-07 01:50:00,0,0,1,9,0,0,1,1,12
2024-03-07 02:00:00,1,1,0,3,2,2,5,7,21
2024-03-07 02:10:00,0,0,1,6,1,1,1,2,12
2024-03-07 02:20:00,0,0,0,1,0,0,1,1,3
2024-03-07 02:30:00,0,0,0,4,1,1,1,1,8
2024-03-07 02:40:00,0,0,0,3,0,0,1,1,5
2024-03-07 02:50:00,0,0,1,4,0,0,2,3,10
2024-03-07 03:00:00,0,0,0,5,1,1,2,2,11
2024-03-07 03:10:00,0,0,1,7,2,2,4,5,21
2024-03-07 03:20:00,0,0,1,3,0,0,4,4,12
2024-03-07 03:30:00,1,1,0,3,1,1,1,2,10
2024-03-07 03:40:00,1,1,0,4,0,0,4,4,14
2024-03-07 03:50:00,0,0,0,2,0,0,4,5,11
2024-03-07 04:00:00,0,0,2,3,0,0,7,8,20
2024-03-07 04:10:00,0,0,2,13,1,1,5,5,27
2024-03-07 04:20:00,0,0,2,9,1,1,1,3,17
2024-03-07 04:30:00,1,0,2,10,1,1,0,0,15
2024-03-07 04:40:00,0,0,3,9,1,1,3,3,20
2024-03-07 04:50:00,0,0,0,11,2,2,3,4,22
2024-03-07 05:00:00,0,0,4,19,1,1,8,7,40
2024-03-07 05:10:00,0,0,7,26,3,4,10,15,65
2024-03-07 05:20:00,0,0,8,37,2,2,5,5,59
2024-03-07 05:30:00,1,0,13,55,3,3,8,10,93
2024-03-07 05:40:00,2,2,24,67,3,3,4,4,109
2024-03-07 05:50:00,2,1,19,58,5,5,7,6,103
