datetime,D21Z,D22Z,D23Z,V24Z,V25Z,V26Z,D31Z,V32Z,D41Z,D51Z,D52Z,V53Z,V54Z,D61Z,D62Z,V63Z,V64Z,D81Z,D82Z,V83Z,V84Z,D91Z,V92Z,D101Z,D111Z,D112Z,V113Z,V114Z,D121Z,D122Z,V123Z,V124Z,Total
2024-03-26 21:40:00,9,15,6,10,11,15,3,3,11,9,18,13,3,36,8,1,22,14,25,21,17,14,17,17,51,20,361,941,27,22,0,0,1740
2024-03-26 21:50:00,4,18,3,5,11,19,6,7,11,10,19,20,8,2,11,3,25,12,30,15,10,12,12,11,23,25,816,1586,19,7,0,0,2760
2024-03-26 22:00:00,2,22,3,2,6,24,7,9,11,6,16,14,5,0,8,0,27,10,30,12,11,6,11,12,28,23,760,1628,16,9,0,0,2718
2024-03-26 22:10:00,10,21,6,9,10,16,7,10,13,8,17,14,4,1,9,2,20,14,22,13,17,14,13,10,37,18,908,1521,16,3,0,0,2783
2024-03-26 22:20:00,15,39,10,16,14,21,4,4,7,6,13,9,2,0,6,3,23,12,23,14,6,6,12,13,22,25,1028,1893,14,5,1,0,3266
2024-03-26 22:30:00,15,26,8,16,16,24,3,3,9,3,12,11,5,0,9,2,20,13,24,17,10,8,8,9,21,13,848,1518,17,5,0,0,2693
2024-03-26 22:40:00,5,22,4,5,8,17,3,3,8,8,16,14,2,0,3,1,18,10,14,10,14,8,12,11,26,28,1147,1712,18,5,0,0,3152
2024-03-26 22:50:00,4,9,2,5,7,9,2,3,5,4,10,12,2,4,6,1,15,7,23,12,4,4,14,11,29,26,1206,1729,13,6,0,0,3184
2024-03-26 23:00:00,2,10,1,3,6,12,1,3,6,4,9,11,2,0,6,1,13,9,18,10,8,9,9,10,21,21,1159,1981,10,0,0,0,3355
2024-03-26 23:10:00,3,14,2,3,6,8,1,2,11,9,18,11,1,0,8,0,14,5,20,9,9,12,10,7,23,18,1159,2158,12,6,0,0,3559
2024-03-26 23:20:00,0,12,0,0,5,14,3,4,5,6,9,15,5,0,6,2,13,4,17,7,6,7,4,7,19,12,978,2260,13,4,0,0,3437
2024-03-26 23:30:00,1,9,0,1,6,11,4,5,10,2,6,7,4,0,6,2,12,3,17,3,4,5,8,7,22,13,901,1967,7,3,0,0,3046
2024-03-26 23:40:00,4,10,2,4,4,10,3,6,4,3,4,6,5,0,6,1,9,4,13,4,8,9,7,5,24,11,1046,1868,7,3,0,0,3090
2024-03-26 23:50:00,5,10,4,5,9,12,1,5,3,3,8,8,3,0,6,0,15,8,22,4,2,3,3,6,15,15,1015,1753,10,2,0,0,2955
2024-03-27 00:00:00,0,7,0,0,1,6,6,8,0,3,8,9,2,0,5,2,9,1,9,2,6,8,5,4,18,12,1066,1746,7,3,0,0,2953
2024-03-27 00:10:00,3,8,3,4,7,12,0,1,3,0,3,0,0,0,1,0,10,4,14,5,3,3,3,3,21,10,993,2002,5,3,0,0,3124
2024-03-27 00:20:00,1,7,2,2,2,7,1,2,1,2,5,6,3,135,4,1,3,2,3,3,1,1,5,3,13,6,1060,1807,3,1,0,0,3092
2024-03-27 00:30:00,1,3,1,1,2,4,1,2,2,1,2,3,3,0,3,5,7,6,9,6,2,1,5,4,9,4,1064,1916,7,2,0,0,3076
2024-03-27 00:40:00,0,3,0,0,0,3,1,1,3,3,4,4,0,0,1,0,4,1,5,2,4,3,2,4,9,5,1105,1892,6,2,0,0,3067
2024-03-27 00:50:00,0,2,0,0,0,2,1,1,4,3,7,7,0,0,1,0,3,3,4,4,2,2,4,1,7,2,1238,2168,1,0,0,0,3467
2024-03-27 01:00:00,0,0,0,0,1,0,0,0,1,4,3,7,2,0,3,3,6,5,10,4,4,8,6,5,12,7,1391,2466,4,0,0,0,3952
2024-03-27 01:10:00,2,5,0,2,4,8,1,2,2,3,4,3,0,0,1,0,2,1,2,1,2,2,4,4,12,6,1386,2407,4,0,0,0,3870
2024-03-27 01:20:00,2,1,1,2,2,2,0,0,0,0,0,3,3,0,5,1,3,1,3,1,1,1,4,2,8,7,1175,2697,3,1,0,0,3929
2024-03-27 01:30:00,2,1,1,2,2,1,0,0,1,1,1,3,0,0,1,0,3,3,5,5,2,3,4,0,10,5,1251,2606,3,2,0,0,3918
2024-03-27 01:40:00,0,2,0,0,0,5,2,3,0,1,0,4,2,0,4,1,2,1,2,2,0,0,3,2,12,6,1067,2871,7,3,0,0,4002
2024-03-27 01:50:00,0,0,0,0,0,2,1,1,1,2,3,5,1,0,2,1,0,0,0,1,4,3,1,1,3,2,1156,2921,2,1,0,0,4114
2024-03-27 02:00:00,1,2,1,1,1,1,0,0,1,0,4,0,0,0,0,0,5,0,7,0,0,0,2,2,5,4,1146,2897,3,1,0,0,4084
2024-03-27 02:10:00,0,0,0,0,0,1,2,2,1,0,2,0,1,0,2,0,3,0,3,0,5,7,2,3,7,6,1182,2305,4,2,0,0,3540
2024-03-27 02:20:00,1,1,1,1,2,1,0,1,3,0,3,0,1,0,0,0,2,1,2,2,0,0,3,1,6,3,1044,2476,1,1,0,0,3557
2024-03-27 02:30:00,0,1,0,0,0,2,1,1,2,3,2,9,3,0,6,2,2,1,2,1,2,2,2,0,4,0,1074,2366,0,0,0,0,3488
2024-03-27 02:40:00,0,0,0,0,0,0,0,0,2,2,1,4,2,0,3,0,4,0,5,1,4,5,1,0,5,0,1120,2180,3,2,0,0,3344
2024-03-27 02:50:00,0,0,0,0,0,0,1,1,2,3,6,8,1,0,1,0,1,3,1,3,2,1,1,1,6,3,1093,1905,4,1,0,0,3048
2024-03-27 03:00:00,1,0,1,1,1,0,0,0,2,1,2,2,1,0,2,0,2,0,2,1,2,2,2,1,6,2,1071,1979,3,1,0,0,3088
2024-03-27 03:10:00,2,1,1,2,2,2,0,0,0,1,1,1,0,0,0,0,4,0,6,1,2,7,0,2,4,5,1149,1863,4,3,0,0,3063
2024-03-27 03:20:00,3,2,2,3,3,3,1,1,2,1,3,2,0,0,2,0,5,1,5,1,2,2,2,1,5,1,1183,2038,1,0,0,0,3275
2024-03-27 03:30:00,0,2,0,0,1,2,1,1,1,0,2,1,1,0,1,1,1,0,1,0,1,1,6,3,10,6,1010,2112,2,0,0,0,3167
2024-03-27 03:40:00,1,1,1,1,1,1,0,0,2,4,7,10,1,4,2,0,0,0,0,1,1,2,4,1,9,7,1161,2007,1,1,0,0,3231
2024-03-27 03:50:00,2,1,2,2,2,1,1,3,1,1,2,2,0,0,1,0,1,1,2,3,2,2,2,4,4,4,1115,2094,4,0,0,0,3259
2024-03-27 04:00:00,1,6,1,1,2,6,2,1,1,0,1,4,2,0,3,1,3,2,4,1,1,2,2,0,3,0,1226,2108,0,0,0,0,3384
2024-03-27 04:10:00,5,0,1,5,5,0,0,0,2,2,3,3,0,0,1,1,6,1,9,0,0,0,2,0,5,2,1155,1739,1,1,0,0,2949
2024-03-27 04:20:00,1,2,1,1,1,2,0,0,4,5,6,9,2,0,3,1,7,0,10,0,3,4,1,0,5,2,989,1809,5,3,0,0,2876
2024-03-27 04:30:00,2,6,1,2,2,5,1,4,1,4,5,7,0,0,3,0,7,1,8,1,4,4,2,2,5,6,738,2466,9,6,0,0,3302
2024-03-27 04:40:00,6,4,4,8,6,5,0,2,5,4,10,12,2,0,5,1,11,3,10,4,6,5,3,1,5,3,876,2254,7,4,0,0,3266
2024-03-27 04:50:00,6,3,6,5,6,4,0,3,12,8,18,12,0,0,6,0,24,7,26,5,6,7,3,0,4,8,617,2200,10,11,0,0,3017
2024-03-27 05:00:00,3,4,3,3,3,6,2,4,10,12,20,27,4,0,9,5,30,15,27,20,7,10,2,2,4,14,609,861,17,12,0,0,1745
2024-03-27 05:10:00,3,7,0,3,5,10,1,3,9,8,11,13,164,3,9,0,27,7,24,8,5,5,10,8,23,22,627,1328,24,17,0,0,2384
2024-03-27 05:20:00,2,10,1,2,3,11,2,5,15,16,25,32,5,0,15,0,38,6,32,8,8,8,3,3,18,15,519,1295,23,23,0,0,2143
2024-03-27 05:30:00,6,15,3,9,6,13,5,6,11,17,16,31,12,2,17,7,35,17,24,10,17,14,8,5,22,21,212,1997,28,25,0,0,2611
2024-03-27 05:40:00,10,17,5,9,11,18,6,7,13,10,22,17,2,0,5,2,47,12,27,17,16,11,10,8,26,26,259,1314,34,26,0,0,1987
2024-03-27 05:50:00,14,19,3,12,12,13,6,4,13,24,21,14,10,0,16,0,58,19,35,22,21,14,14,12,32,13,251,1231,30,13,0,0,1946
2024-03-27 06:00:00,11,25,7,9,12,12,5,5,20,27,16,9,10,0,9,0,48,17,20,15,18,11,18,13,15,15,435,825,17,5,0,0,1649
2024-03-27 06:10:00,12,28,5,10,11,12,8,7,15,24,21,13,9,0,5,2,33,19,11,12,15,7,26,16,33,24,418,932,28,8,0,0,1764
2024-03-27 06:20:00,21,31,5,16,21,14,7,5,22,31,16,15,14,0,7,1,44,23,13,13,33,11,17,17,20,13,342,1154,28,9,0,0,1963
2024-03-27 06:30:00,17,40,6,10,16,15,7,6,23,37,19,14,11,2,11,0,40,30,20,19,30,11,19,25,20,22,178,569,16,11,0,0,1244
2024-03-27 06:40:00,13,48,7,12,15,17,11,8,32,46,18,16,23,0,16,1,56,26,23,16,34,15,14,16,21,21,387,661,25,14,0,0,1612
2024-03-27 06:50:00,14,25,4,10,13,13,8,6,27,38,30,23,18,0,13,1,44,42,11,12,35,11,25,39,13,26,231,820,30,12,0,0,1594
2024-03-27 07:00:00,11,45,6,10,14,14,15,9,34,51,24,15,28,8,12,2,35,23,13,12,32,17,19,25,12,19,460,1110,19,12,0,0,2106
2024-03-27 07:10:00,21,50,8,18,20,13,17,10,29,34,18,17,26,0,8,1,33,31,17,22,43,13,18,26,25,14,453,950,17,10,0,0,1962
2024-03-27 07:20:00,12,49,2,6,10,10,10,8,31,42,16,14,23,0,13,2,31,28,20,10,45,14,25,30,23,22,417,1605,27,13,0,0,2558
2024-03-27 07:30:00,13,48,7,12,15,12,13,7,32,51,13,21,33,2,7,1,32,32,10,18,35,15,27,32,18,20,348,1020,21,16,0,0,1931
2024-03-27 07:40:00,20,56,9,15,20,8,13,10,20,60,2,2,36,46,10,0,34,27,12,12,40,8,31,27,18,21,318,1127,31,19,0,0,2052
2024-03-27 07:50:00,17,34,3,8,15,13,13,7,27,62,2,1,29,0,14,4,34,26,16,8,39,9,29,34,12,9,504,1580,28,8,0,0,2585
2024-03-27 08:00:00,14,26,5,11,14,19,18,7,34,54,2,4,31,51,10,3,40,39,13,25,38,5,19,45,0,7,262,714,27,13,2,0,1552
2024-03-27 08:10:00,15,41,8,12,17,17,15,10,36,48,14,9,27,0,19,6,34,34,17,17,50,10,26,44,0,12,215,692,23,17,0,0,1485
2024-03-27 08:20:00,13,43,5,8,12,13,10,8,36,53,8,8,21,0,5,2,38,45,12,15,39,10,25,38,12,15,504,782,19,14,0,0,1813
2024-03-27 08:30:00,11,33,8,11,13,20,11,11,34,56,10,8,29,1,9,4,41,39,20,19,44,9,24,43,10,23,358,1462,19,14,0,1,2395
2024-03-27 08:40:00,21,44,8,15,23,10,13,6,29,51,9,11,40,0,5,2,27,24,14,16,28,9,18,40,6,9,245,1079,28,11,0,1,1842
2024-03-27 08:50:00,15,55,8,15,14,16,8,9,33,54,12,11,24,186,12,9,44,41,17,13,34,17,26,49,5,8,194,838,27,9,0,0,1803
2024-03-27 09:00:00,16,41,6,17,15,16,10,10,29,40,15,15,18,0,12,3,26,30,10,8,37,8,26,42,13,13,638,895,20,8,0,0,2037
2024-03-27 09:10:00,14,46,12,13,20,13,12,10,35,47,21,20,22,0,11,3,25,13,11,10,37,9,14,21,17,21,253,849,21,10,0,0,1610
2024-03-27 09:20:00,13,32,7,8,14,13,16,12,34,46,13,15,22,0,10,4,32,25,14,16,44,12,25,27,10,21,626,1341,15,8,0,0,2475
2024-03-27 09:30:00,15,37,4,13,17,8,14,11,36,50,7,7,21,1,11,3,36,21,17,12,41,15,24,33,9,53,378,1080,14,7,0,0,1995
2024-03-27 09:40:00,21,42,9,11,18,15,13,6,29,45,1,6,19,144,11,0,38,15,13,9,40,9,18,46,8,11,564,1683,16,9,0,0,2869
2024-03-27 09:50:00,30,43,3,11,24,13,19,10,34,42,14,11,22,0,8,4,25,17,9,9,44,14,25,41,7,15,817,1560,15,12,0,0,2898
2024-03-27 10:00:00,17,31,8,13,15,9,14,10,28,37,8,6,17,0,5,0,27,19,5,9,38,10,20,51,3,12,674,1621,15,5,0,2,2729
2024-03-27 10:10:00,19,33,3,12,18,9,12,9,37,42,16,15,15,1,11,1,26,19,17,9,36,12,25,40,10,17,362,803,15,7,0,0,1651
2024-03-27 10:20:00,21,37,9,14,18,6,17,8,33,42,8,6,129,0,8,3,36,21,11,12,41,16,21,43,8,6,267,818,12,9,0,0,1680
2024-03-27 10:30:00,17,48,7,15,18,17,12,11,30,33,12,9,12,0,13,1,34,15,20,15,46,13,21,33,4,19,354,1122,17,4,0,0,1972
2024-03-27 10:40:00,14,49,4,8,12,9,10,8,22,26,15,14,21,16,11,3,32,21,9,9,42,11,29,43,12,17,434,894,16,10,0,0,1821
2024-03-27 10:50:00,15,33,7,11,13,11,16,10,27,25,15,13,15,0,10,2,23,16,9,7,42,12,26,43,9,21,589,699,16,7,0,0,1742
2024-03-27 11:00:00,25,34,9,13,23,11,7,7,30,52,4,6,16,0,10,3,31,27,11,19,174,12,25,49,11,13,1110,1414,14,4,0,0,3164
2024-03-27 11:10:00,21,40,6,14,21,13,8,8,28,36,8,11,14,1,9,2,38,20,13,10,43,15,19,40,11,17,360,1641,14,6,0,0,2487
2024-03-27 11:20:00,24,40,8,16,23,11,13,8,26,38,5,8,16,61,11,5,27,15,12,11,45,11,22,46,6,17,579,1276,23,10,0,0,2413
2024-03-27 11:30:00,15,46,8,14,14,17,13,15,26,34,15,11,22,0,10,2,33,16,13,11,41,10,20,63,0,2,915,750,12,6,0,0,2154
2024-03-27 11:40:00,20,34,6,9,22,14,12,11,29,30,13,11,21,58,9,1,36,37,14,16,48,12,22,62,1,3,567,875,21,9,0,0,2023
2024-03-27 11:50:00,32,44,8,12,28,16,11,8,31,39,10,6,12,0,11,4,48,31,10,15,47,22,24,57,1,4,393,282,24,8,0,0,1238
2024-03-27 12:00:00,23,30,4,11,22,15,10,6,30,32,10,9,14,0,14,7,44,40,14,16,32,12,24,63,5,15,363,758,18,6,0,1,1648
2024-03-27 12:10:00,25,51,9,12,22,4,5,6,34,46,10,11,20,0,13,9,30,28,7,10,32,7,25,45,14,16,325,958,22,6,1,0,1803
2024-03-27 12:20:00,23,51,8,13,22,13,13,10,33,42,8,4,15,0,16,4,47,46,7,13,38,14,17,47,0,4,540,1040,19,10,0,0,2117
2024-03-27 12:30:00,24,39,7,14,26,17,9,6,33,32,10,12,13,0,12,4,43,33,24,13,39,9,30,53,6,16,265,987,21,11,0,0,1808
2024-03-27 12:40:00,24,38,11,19,28,16,14,12,26,29,13,9,9,0,6,5,38,23,11,17,35,10,25,65,8,8,507,782,16,5,0,0,1809
2024-03-27 12:50:00,26,42,8,13,23,19,17,11,30,32,13,10,11,0,7,1,44,27,15,11,33,13,25,48,7,17,498,1053,27,14,0,0,2095
2024-03-27 13:00:00,19,34,5,12,16,11,9,9,23,35,18,11,8,313,8,1,45,36,17,27,43,9,32,43,11,18,299,898,20,5,0,0,2035
2024-03-27 13:10:00,32,48,13,13,26,9,13,6,30,33,12,10,24,0,12,3,34,32,11,14,58,13,21,46,10,16,329,1010,23,11,0,0,1912
2024-03-27 13:20:00,23,39,7,10,21,9,11,11,34,34,14,11,308,0,9,4,49,26,22,19,47,14,23,40,5,14,656,1276,24,7,0,0,2767
2024-03-27 13:30:00,27,33,9,14,22,15,16,9,30,41,9,10,19,2,10,2,34,23,11,17,43,17,30,69,6,15,458,1295,24,10,0,0,2320
2024-03-27 13:40:00,17,38,4,13,18,13,12,10,31,34,15,8,8,0,10,6,64,20,6,10,36,11,28,44,9,6,591,1067,83,10,0,0,2222
2024-03-27 13:50:00,20,38,11,15,16,16,19,13,27,32,10,10,13,0,10,5,40,26,13,14,47,18,25,55,6,19,825,895,24,10,0,0,2272
2024-03-27 14:00:00,29,46,9,11,25,12,21,15,20,38,6,10,16,0,11,4,31,26,8,10,39,13,31,57,10,10,800,807,11,4,3,0,2133
2024-03-27 14:10:00,29,59,8,12,26,8,20,9,41,47,7,12,24,0,13,5,40,26,12,11,36,13,24,49,11,13,748,1247,15,8,0,0,2573
2024-03-27 14:20:00,31,63,9,14,31,14,17,13,26,34,10,14,15,12,9,2,43,27,24,14,42,21,27,63,3,5,792,1298,14,8,0,0,2695
2024-03-27 14:30:00,42,62,7,14,34,14,20,15,25,42,9,8,12,0,6,2,44,22,15,13,53,13,35,57,11,12,642,1669,12,5,1,3,2919
2024-03-27 14:40:00,36,91,7,12,27,6,23,12,27,34,9,9,18,0,11,0,46,30,12,15,34,8,30,46,8,11,616,1894,10,7,0,0,3089
2024-03-27 14:50:00,46,53,15,14,38,10,24,15,30,37,14,12,22,0,8,4,30,27,17,12,43,15,33,67,1,1,520,909,18,6,0,0,2041
2024-03-27 15:00:00,43,38,7,8,30,13,24,6,27,40,15,15,21,5,9,4,10,50,2,14,34,14,36,69,1,5,699,1293,20,7,0,1,2560
2024-03-27 15:10:00,41,67,8,14,42,10,38,8,41,45,15,31,312,2,10,1,27,73,12,15,49,5,31,77,0,1,284,755,25,8,2,0,2049
2024-03-27 15:20:00,37,64,9,18,33,13,34,9,32,39,12,18,16,65,8,5,10,73,25,18,40,10,41,51,7,8,417,808,19,8,0,0,1947
2024-03-27 15:30:00,49,69,7,9,31,10,40,3,30,37,11,17,18,204,12,9,15,75,18,12,45,11,38,75,0,0,442,955,13,10,1,0,2266
2024-03-27 15:40:00,37,58,7,15,29,13,30,7,33,52,9,14,24,71,10,5,23,66,18,13,32,10,41,76,0,2,568,798,30,6,0,1,2098
2024-03-27 15:50:00,42,63,9,6,33,9,26,7,38,46,28,15,16,150,19,2,19,82,22,12,52,14,43,72,4,5,254,765,22,11,0,2,1888
2024-03-27 16:00:00,38,59,10,10,33,16,32,14,28,35,11,11,15,33,9,2,13,82,23,14,44,11,38,65,0,4,603,1388,21,9,0,1,2672
2024-03-27 16:10:00,44,72,4,5,32,8,24,11,37,50,7,13,18,200,9,2,20,73,13,6,38,7,45,71,6,6,543,1146,19,7,2,0,2538
2024-03-27 16:20:00,51,60,9,11,35,19,27,15,39,54,7,9,21,89,9,4,59,48,5,18,52,9,40,60,20,15,479,725,20,9,0,0,2018
2024-03-27 16:30:00,39,64,15,14,35,16,23,12,38,41,17,19,20,10,6,3,42,33,10,15,48,10,33,57,10,15,366,845,28,9,2,1,1896
2024-03-27 16:40:00,38,50,2,11,25,10,22,11,36,36,14,16,24,0,10,2,42,30,22,15,44,9,29,55,10,13,425,918,22,11,0,0,1952
2024-03-27 16:50:00,43,55,9,6,16,7,31,10,35,36,18,15,20,161,9,1,42,33,16,20,55,15,36,62,1,7,598,936,26,6,0,0,2325
2024-03-27 17:00:00,45,50,8,12,27,12,23,9,35,37,13,15,14,166,9,3,50,38,14,21,36,12,36,62,1,0,586,1486,19,13,0,0,2852
2024-03-27 17:10:00,38,47,6,6,17,6,19,12,45,41,14,19,20,0,31,0,42,33,6,13,44,15,36,78,1,0,298,774,21,17,0,0,1699
2024-03-27 17:20:00,35,54,12,14,24,8,33,12,35,34,19,13,24,20,7,9,43,25,15,15,56,3,25,63,0,0,285,1192,41,18,0,0,2134
2024-03-27 17:30:00,31,53,14,15,28,14,22,13,31,32,16,16,16,4,13,7,42,31,23,25,35,12,43,75,3,7,443,855,46,22,0,0,1987
2024-03-27 17:40:00,34,56,10,16,19,14,21,10,40,42,12,16,18,0,28,13,50,44,3,9,50,1,40,76,0,1,123,664,14,26,0,0,1450
2024-03-27 17:50:00,29,54,12,14,21,9,16,9,28,33,11,16,14,0,5,5,47,41,14,29,50,5,44,66,6,9,230,806,28,23,0,3,1677
2024-03-27 18:00:00,28,42,8,11,18,17,15,12,33,37,17,16,10,194,38,12,46,33,18,23,37,12,30,61,1,2,600,825,12,16,0,0,2224
2024-03-27 18:10:00,36,42,12,17,22,22,18,12,36,43,15,13,17,0,26,23,48,30,16,13,35,7,41,81,0,3,416,1054,6,28,0,0,2132
2024-03-27 18:20:00,35,45,10,13,19,10,19,11,26,23,21,23,20,40,19,15,43,34,19,23,39,10,31,67,0,4,209,1107,7,35,0,0,1977
2024-03-27 18:30:00,24,61,9,14,16,5,20,13,27,30,10,22,13,0,27,22,40,30,14,25,32,11,32,58,0,1,271,552,11,24,0,0,1414
2024-03-27 18:40:00,18,42,10,13,19,18,13,22,23,24,19,22,10,78,39,24,31,27,13,11,27,16,34,69,0,18,388,545,21,33,0,0,1627
2024-03-27 18:50:00,16,32,7,14,16,15,8,16,25,29,20,16,12,2,34,30,31,26,17,21,29,16,25,51,7,11,568,1477,20,22,0,0,2613
2024-03-27 19:00:00,23,49,8,18,14,15,16,17,16,17,21,19,7,0,31,22,34,24,13,12,23,10,35,56,10,14,458,1714,17,12,0,0,2725
2024-03-27 19:10:00,14,36,10,12,18,14,10,25,26,28,22,24,13,0,39,25,30,21,13,17,26,21,31,51,5,8,451,1177,17,27,0,0,2211
2024-03-27 19:20:00,17,21,5,12,16,16,12,6,25,23,22,21,13,0,37,24,31,19,23,20,23,14,24,43,18,19,460,1422,37,34,0,0,2457
2024-03-27 19:30:00,17,19,5,14,16,18,5,9,18,21,23,28,14,0,37,25,31,19,19,19,24,19,22,42,11,12,676,1720,22,24,0,0,2929
2024-03-27 19:40:00,9,27,2,7,23,14,7,10,24,21,24,17,8,0,44,24,27,21,22,18,21,14,31,44,21,18,856,1698,42,28,1,0,3123
2024-03-27 19:50:00,19,24,10,14,15,16,7,16,15,20,20,18,6,0,27,30,29,17,13,15,26,17,22,31,27,32,676,1386,29,25,0,0,2602
2024-03-27 20:00:00,10,25,3,7,11,23,10,15,15,18,17,16,9,0,30,30,25,16,14,13,23,8,22,39,27,28,367,1663,32,32,0,0,2548
2024-03-27 20:10:00,10,29,5,11,15,11,9,17,19,22,27,17,21,1,18,25,30,19,11,13,14,7,13,25,23,22,171,1383,25,18,0,2,2033
2024-03-27 20:20:00,13,22,7,11,9,11,8,10,20,21,28,28,13,1,32,28,29,14,17,11,15,11,21,23,30,15,349,1021,31,26,0,0,1875
2024-03-27 20:30:00,11,24,6,12,11,22,2,6,12,9,22,16,11,0,25,20,34,17,29,13,21,11,20,23,20,22,701,1968,30,23,0,1,3142
2024-03-27 20:40:00,11,26,5,8,14,18,3,3,12,6,20,14,9,45,20,11,30,16,17,20,17,11,12,19,24,21,720,1467,34,18,0,0,2651
2024-03-27 20:50:00,10,12,7,6,7,10,5,11,9,9,16,13,6,0,20,16,33,18,18,20,13,13,17,14,27,21,667,1122,24,17,0,0,2181
2024-03-27 21:00:00,3,26,3,4,5,16,4,6,11,12,24,13,3,0,26,10,27,10,23,16,9,8,19,27,46,18,407,1927,31,26,0,0,2760
2024-03-27 21:10:00,6,24,4,7,15,25,6,13,11,13,23,23,6,0,20,20,35,23,19,15,11,17,23,26,28,28,916,1596,29,22,0,0,3004
2024-03-27 21:20:00,9,14,6,7,9,13,9,10,12,11,17,18,7,23,20,16,25,17,34,17,14,9,17,17,37,31,564,1443,29,16,0,0,2471
2024-03-27 21:30:00,4,20,3,3,7,11,6,5,11,10,24,24,7,6,28,17,25,11,25,12,4,5,20,23,37,27,763,1685,32,25,0,0,2880
2024-03-27 21:40:00,7,26,2,6,10,20,6,7,11,9,18,18,6,0,18,15,27,10,20,10,14,17,16,23,41,24,505,1805,34,18,1,0,2744
2024-03-27 21:50:00,9,22,3,7,8,18,7,9,7,9,20,22,7,1,17,12,19,10,27,11,19,12,15,18,31,37,508,1135,28,17,0,0,2065
2024-03-27 22:00:00,8,16,0,9,7,12,2,2,10,12,19,18,6,0,16,11,39,16,34,21,18,15,14,12,34,23,679,1132,21,11,0,0,2217
2024-03-27 22:10:00,11,28,7,11,12,14,10,13,13,8,25,20,8,0,17,13,28,18,28,17,13,11,14,18,32,27,743,1883,22,10,0,0,3074
2024-03-27 22:20:00,15,32,10,13,13,19,6,12,12,13,22,20,2,1,22,13,26,19,31,18,15,14,10,11,39,20,964,1352,27,14,0,0,2785
2024-03-27 22:30:00,10,19,7,7,12,14,4,6,8,6,17,6,6,0,11,11,25,6,18,13,13,13,15,13,39,23,678,1821,24,11,0,0,2856
2024-03-27 22:40:00,5,11,3,6,7,16,3,4,4,3,6,9,2,0,9,8,13,5,21,6,7,9,15,11,39,14,846,1915,20,11,0,0,3028
2024-03-27 22:50:00,4,14,2,4,6,15,3,3,8,8,11,15,3,0,16,12,9,5,14,10,11,7,10,7,33,12,644,2170,14,8,0,0,3078
2024-03-27 23:00:00,1,9,1,1,3,10,3,3,7,3,13,5,3,0,11,8,16,12,16,13,6,5,9,7,28,15,880,1729,13,6,0,0,2836
2024-03-27 23:10:00,3,14,2,3,4,14,3,3,6,7,16,8,0,0,8,8,16,8,15,11,12,20,9,7,21,14,994,1727,15,3,0,0,2971
2024-03-27 23:20:00,3,11,2,2,4,11,1,1,6,4,12,8,3,0,8,6,11,11,15,14,11,9,11,10,32,28,1040,2170,21,7,0,0,3472
2024-03-27 23:30:00,6,9,5,6,7,7,0,3,6,3,15,7,3,0,9,6,13,10,11,14,10,9,3,6,21,9,867,2188,11,5,0,0,3269
2024-03-27 23:40:00,0,4,0,0,0,6,1,3,4,2,6,5,3,0,6,6,10,3,13,3,3,6,7,4,19,10,1023,1981,7,3,0,0,3138
2024-03-27 23:50:00,0,2,0,0,1,4,2,2,4,5,10,12,2,15,7,5,6,5,7,4,2,1,7,5,10,6,1225,2002,6,3,1,0,3361
2024-03-28 00:00:00,2,6,2,2,3,7,0,2,3,1,6,9,2,0,7,5,9,3,12,3,1,1,7,3,24,7,743,1580,12,5,2,0,2469
2024-03-28 00:10:00,0,5,0,0,1,7,2,4,6,4,9,4,1,0,3,4,7,3,10,6,4,5,3,5,14,11,1054,1933,5,2,0,0,3112
2024-03-28 00:20:00,0,7,1,1,1,15,3,4,1,1,1,7,4,0,7,5,9,2,12,1,1,2,2,4,8,8,1040,2185,8,2,0,0,3342
2024-03-28 00:30:00,2,7,3,2,4,8,1,1,4,0,6,1,1,0,3,3,7,2,10,0,7,5,1,4,10,9,1024,2241,5,2,0,0,3373
2024-03-28 00:40:00,3,0,0,3,4,0,0,0,3,2,6,2,0,0,2,2,7,3,8,4,6,10,5,2,11,2,1036,2235,2,1,0,0,3359
2024-03-28 00:50:00,0,2,0,0,0,5,3,5,1,2,1,4,2,0,3,4,4,2,7,1,2,2,2,1,7,5,1177,1880,0,0,0,0,3122
2024-03-28 01:00:00,0,5,0,0,1,5,0,0,0,0,0,1,1,0,1,1,4,1,4,0,0,0,2,4,8,13,1210,1828,3,2,0,0,3094
2024-03-28 01:10:00,1,1,1,1,1,4,1,1,2,0,4,0,0,0,0,0,4,2,5,0,0,0,1,4,14,10,1292,1921,7,1,0,0,3278
2024-03-28 01:20:00,0,3,0,0,1,4,0,0,0,3,6,10,1,2,5,2,3,3,4,4,5,5,4,0,14,1,1391,2670,1,0,0,0,4142
2024-03-28 01:30:00,0,1,0,0,0,1,0,0,1,1,1,2,1,0,5,1,5,2,6,1,2,2,5,5,9,13,1326,2410,6,1,0,0,3807
2024-03-28 01:40:00,2,2,1,2,2,4,2,3,0,1,1,4,3,0,1,2,2,1,2,0,3,2,3,5,9,11,1026,2584,3,2,0,0,3683
2024-03-28 01:50:00,1,2,1,1,1,2,0,0,1,1,2,1,1,0,2,1,1,1,2,3,2,2,1,0,3,0,956,2668,1,1,0,0,3658
